9	7	0	4.5	1.6
9	8	0	5.2	1.5
9	9	0	6.2	2.4
9	10	1	7.8	2.2
9	11	1	8.7	2
9	12	0.9	9.1	3.1
9	13	0.5	9.1	1.7
9	14	1	9.2	2.9
9	15	0.8	9	3
9	16	0.4	8.3	2.3
9	17	0	7.7	2.3
9	18	0	7.4	2.7
9	19	0	7	2.6
9	20	0	6.4	3.3
9	21	0	6	3.8
9	22	0	6	2.8
9	23	0	5.8	2.6
9	24	0	3.5	2.3
10	1	0	5.1	3.4
10	2	0	3.4	1.9
10	3	0	3	1.9
10	4	0	4.3	3.2
10	5	0	2.5	3.1
10	6	0	2.2	2.6
10	7	0	3.2	2.9
10	8	0.5	3.8	1.7
10	9	1	5.9	3
10	10	1	7.2	2
10	11	1	9.1	1.9
10	12	0.9	9.1	1.4
10	13	0.8	9	1.2
10	14	0.1	8.3	1.2
10	15	0.8	8	1.8
10	16	1	7.5	1.7
10	17	0.4	5.6	0.7
10	18	0	6.2	1.7
10	19	0	6.3	1.8
10	20	0	5.7	1.1
10	21	0	6	1.9
10	22	0	5.6	2.9
10	23	0	5.6	2.6
10	24	0	5.3	2.3
11	1	0	5.1	2.7
11	2	0	6.5	3
11	3	0	6.6	3.5
11	4	0	6.3	3.1
11	5	0	6	2.3
11	6	0	6.3	2.2
11	7	0	6.3	3.1
11	8	0	5.8	3.6
11	9	0.2	6.2	3.5
11	10	0.9	7.1	5.1
11	11	0.8	6.8	4.5
11	12	0.9	7.7	4.7
11	13	0.6	7.6	5.7
11	14	0.7	8	5.1
11	15	0.9	7.3	5.9
11	16	0.7	6.5	4.4
11	17	0.2	5.5	4.6
11	18	0	5.4	4
11	19	0	3.1	3.1
11	20	0	3.3	3.6
11	21	0	2.9	2.8
11	22	0	2.2	2.5
11	23	0	1.7	2.1
11	24	0	0.6	1.9
12	1	0	1.2	1.9
12	2	0	0.7	2.5
12	3	0	0.9	2.6
12	4	0	0.5	2.1
12	5	0	0.7	2
12	6	0	0.6	2.7
12	7	0	1	2.3
12	8	0.2	1.4	1.6
12	9	1	2.4	1.6
12	10	0.4	2.7	1.9
12	11	0.9	4.2	1.5
12	12	0.5	3.7	1.8
12	13	0.1	4.1	0.5
12	14	0.3	4	1.2
12	15	0.5	3.7	1.3
12	16	1	3.8	1.4
12	17	0.5	3.4	1
12	18	0	4	1.1
12	19	0	3.2	2.5
12	20	0	3.4	1.9
12	21	0	2.5	1.5
12	22	0	3.6	2.2
12	23	0	3.5	2
12	24	0	4	2.3
13	1	0	4.5	2.2
13	2	0	4.2	2.5
13	3	0	3.9	2.1
13	4	0	3.7	2.1
13	5	0	3.6	2.4
13	6	0	3.7	1.6
13	7	0	3.6	2.1
13	8	0.4	4.9	1.6
13	9	0.8	5.7	3
13	10	0.6	6.8	2.6
13	11	0.1	6.6	2.5
13	12	0	5.9	1.6
13	13	0.2	7.3	2.9
13	14	0.1	6.5	2.4
13	15	0.5	6.9	4.2
13	16	0.4	6.5	3.9
13	17	0	6.2	3.2
13	18	0	5.8	3.5
13	19	0	5.9	2.7
13	20	0	5	3.6
13	21	0	4.4	2.7
13	22	0	5	3.4
13	23	0	5.3	3.4
13	24	0	5.4	3.4
14	1	0	5.3	3
14	2	0	5.2	2.5
14	3	0	4.4	2.6
14	4	0	4.8	3.4
14	5	0	4.7	2.6
14	6	0	5.1	2.6
14	7	0	5.1	1.9
14	8	0	5.2	1.6
14	9	0.7	6.2	2.2
14	10	0.1	6.2	1.9
14	11	0	6.6	2.1
14	12	0	6.8	3
14	13	0	7.1	3.2
14	14	0.1	7.9	2
14	15	0.4	7.9	3
14	16	1	7.1	3
14	17	0.1	6.1	2.5
14	18	0	6.2	3.1
14	19	0	7	3.1
14	20	0	6.7	2.6
14	21	0	6	2
14	22	0	5.3	1.9
14	23	0	5.2	2.7
14	24	0	5.3	3.2
15	1	0	5.3	2.8
15	2	0	5.1	1.9
15	3	0	4.6	2.1
15	4	0	3.9	2.4
15	5	0	3	2
15	6	0	3.5	2.3
15	7	0	2.6	1.9
15	8	0	3.6	2
15	9	0	5.2	2
15	10	0	6.5	1.4
15	11	0	6.7	2.3
15	12	0	6.6	3.5
15	13	0	6.9	2.8
15	14	0	6.9	2.6
15	15	0	6.7	2.3
15	16	0	6.6	1.4
15	17	0	6.3	2.1
15	18	0	5.9	2.7
15	19	0	5.9	2.7
15	20	0	6.3	2.9
15	21	0	6	2
15	22	0	6.1	1.9
15	23	0	5.6	1.3
15	24	0	5.7	1.6
16	1	0	5.7	2.2
16	2	0	5.8	3.7
16	3	0	5.6	3.5
16	4	0	5.4	3
16	5	0	5.2	3.5
16	6	0	5.2	2.9
16	7	0	5.2	2.9
16	8	0	5	3.6
16	9	0	4.9	4.4
16	10	0	5.1	3.4
16	11	0	5.1	2.4
16	12	0	5.4	2.4
16	13	0	5.1	2.4
16	14	0	5.3	1.8
16	15	0	5.5	1.6
16	16	0	5.5	1.5
16	17	0	5.3	1.8
16	18	0	5	1.3
16	19	0	5	1.7
16	20	0	5.1	1.3
16	21	0	5.5	1.6
16	22	0	5.2	2
16	23	0	5.1	2
16	24	0	4.9	2.3
17	1	0	3.8	2.4
17	2	0	4	1.9
17	3	0	4	0.8
17	4	0	4.5	2.1
17	5	0	4.6	2
17	6	0	4.4	2.4
17	7	0	4.3	2.1
17	8	0	3.8	1.7
17	9	0.5	5.1	1.6
17	10	0.6	5.7	2.2
17	11	0.9	6.9	2
17	12	1	7.4	2
17	13	0.9	7.9	1.5
17	14	0.8	8.3	0.8
17	15	0.3	7.2	1.4
17	16	0.3	7.3	1.6
17	17	0	6.9	2
17	18	0	6.6	1.7
17	19	0	6.2	2.4
17	20	0	5.8	1.8
17	21	0	5.1	1.8
17	22	0	4.6	2.7
17	23	0	4.3	2.4
17	24	0	3.2	1.8
18	1	0	2.9	1
18	2	0	3.2	1.4
18	3	0	2.9	1.4
18	4	0	3.4	2.1
18	5	0	3.3	2
18	6	0	3.3	1
18	7	0	2.8	1.7
18	8	0.6	3.9	1.6
18	9	1	4.7	1.3
18	10	1	5.3	1.7
18	11	1	6.3	1.5
18	12	1	7	1.4
18	13	1	6.8	1.2
18	14	0.4	7.6	1.4
18	15	0.3	7.1	1
18	16	0.9	6.6	1.1
18	17	0.3	6	1.2
18	18	0	5.1	1.4
18	19	0	5.5	1.1
18	20	0	5.6	1.1
18	21	0	5.7	1.4
18	22	0	6	1.6
18	23	0	6.4	1.7
18	24	0	6.6	1.7
19	1	0	6.7	2
19	2	0	6.6	2.1
19	3	0	6.3	1.3
19	4	0	6	1.4
19	5	0	6.7	1.9
19	6	0	6.6	1.7
19	7	0	6.6	1.5
19	8	0	7.3	1.9
19	9	0	7.7	1.7
19	10	0	7.5	1.7
19	11	0	7	2.2
19	12	0	6.7	1.9
19	13	0	6.3	3.5
19	14	0	6	3.7
19	15	0	5.7	4.6
19	16	0	5.9	4.1
19	17	0	6	4
19	18	0	6.3	4.3
19	19	0	6.3	4.3
19	20	0	5.9	4.9
19	21	0	5.7	4.6
19	22	0	5.5	4.1
19	23	0	5.5	3.9
19	24	0	5.4	4.7
20	1	0	5.6	4.9
20	2	0	5.7	5.1
20	3	0	6	4.8
20	4	0	6	4.7
20	5	0	6	4.8
20	6	0	6.4	3.4
20	7	0	6.6	3.9
20	8	0	6.2	1.7
20	9	0	6.3	1.5
20	10	0	6.6	1.7
20	11	0	7	1.5
20	12	0	7.3	1.2
20	13	0	7.9	1.2
20	14	0	8.1	1.4
20	15	0	7.9	1.4
20	16	0	7.9	1.5
20	17	0	7.7	2.4
20	18	0	7.6	1.8
20	19	0	7.6	1.7
20	20	0	7.6	2.7
20	21	0	7.4	2
20	22	0	6.9	1.3
20	23	0	6.6	0.8
20	24	0	7	3.2
21	1	0	7.3	2.9
21	2	0	7.3	1.5
21	3	0	6.9	1.2
21	4	0	6.7	1.1
21	5	0	6.6	1.2
21	6	0	6.6	1
21	7	0	6.8	2.5
21	8	0	6.7	1.6
21	9	0	7.3	2.6
21	10	0	8.1	2.9
21	11	0	8.1	2.8
21	12	0	7.7	2.2
21	13	0	7.5	1.1
21	14	0	7	1.9
21	15	0	6.7	2.3
21	16	0	6.5	1.9
21	17	0	6.3	1.3
21	18	0	6.5	3.5
21	19	0	6.6	3.7
21	20	0	6.7	2.9
21	21	0	6.7	2.6
21	22	0	6.8	1.4
21	23	0	6.4	1.2
21	24	0	5.8	1.9
22	1	0	5.6	2.3
22	2	0	5.4	2.5
22	3	0	4.6	2.5
22	4	0	4.9	2.6
22	5	0	5	3.4
22	6	0	4.9	3.4
22	7	0	5.1	2.8
22	8	0.1	5.2	2.5
22	9	0.6	6.3	2.4
22	10	0.8	7.3	1.4
22	11	0.7	8.6	1.3
22	12	0.8	8.6	1.3
22	13	0.3	8.8	1.1
22	14	0.6	9	2
22	15	0.1	8.6	2
22	16	0.7	8.2	1.6
22	17	0.6	7.4	1.5
22	18	0	7.3	1.8
22	19	0	6.3	2.2
22	20	0	6.8	2.7
22	21	0	7.1	2.9
22	22	0	7.1	1.9
22	23	0	7.1	2.6
22	24	0	6.2	3.2
23	1	0	6.7	2.9
23	2	0	6.6	2.2
23	3	0	6.4	2
23	4	0	6.8	2.8
23	5	0	6.6	3.4
23	6	0	5.9	3.8
23	7	0	5.4	2
23	8	0	5	2.2
23	9	0.3	5.9	4.4
23	10	0.8	6.8	3.2
23	11	1	7.6	4.7
23	12	0.9	7.7	6
23	13	0.9	8.5	4.8
23	14	1	8	5.6
23	15	0.6	7.7	5.2
23	16	0.3	7.1	6
23	17	0.1	6.4	5.2
23	18	0	5.3	4.3
23	19	0	5.3	4.9
23	20	0	4.5	4
23	21	0	3.7	4.6
23	22	0	3.2	3.1
23	23	0	2.6	3.5
23	24	0	2.3	3.3
24	1	0	1.9	2.6
24	2	0	1.9	4.6
24	3	0	1.9	3.6
24	4	0	1.5	4
24	5	0	1.8	4.7
24	6	0	1.7	3.9
24	7	0	1.8	5.3
24	8	0	2.1	5.4
24	9	0.1	2.7	4.9
24	10	0.9	3.6	4.4
24	11	1	3.6	5.9
24	12	1	4.4	4
24	13	1	4.5	5.2
24	14	1	4.1	5.2
24	15	0.8	3.7	4.3
24	16	0.3	3.1	5.2
24	17	0.1	2.7	4.5
24	18	0	2.2	2.9
24	19	0	2	3.7
24	20	0	1.9	3.4
24	21	0	1.6	2.9
24	22	0	1.4	3.7
24	23	0	1.4	4.5
24	24	0	1.4	3.9
25	1	0	1.4	2.7
25	2	0	1.3	3.4
25	3	0	1.2	3.5
25	4	0	1.2	2.5
25	5	0	1.2	3.7
25	6	0	1.2	2.5
25	7	0	1.1	3
25	8	0	1.2	2
25	9	0.1	1.5	1.9
25	10	1	2.8	2.4
25	11	1	4.1	2.3
25	12	1	3.9	4
25	13	1	4.7	2.5
25	14	0.9	4.9	2.4
25	15	0.7	4	3.6
25	16	0.5	3	2.3
25	17	0	1.8	2.1
25	18	0	1.1	2
25	19	0	0	3.2
25	20	0	0.6	2.5
25	21	0	0.3	2.4
25	22	0	0.4	3.5
25	23	0	0.3	4
25	24	0	0.1	3.4
26	1	0	0	2.2
26	2	0	-0.2	2.6
26	3	0	-0.1	3.9
26	4	0	-0.1	4.2
26	5	0	-0.1	4.4
26	6	0	0	3.7
26	7	0	-0.1	2.5
26	8	0.6	0.5	5.3
26	9	1	1.6	3.6
26	10	0.9	2.4	3.7
26	11	0.9	3.2	4
26	12	0.8	3.5	4.4
26	13	0.7	3.1	4.1
26	14	0.6	3.5	3.9
26	15	0.1	3.1	3
26	16	0.2	3.4	1.9
26	17	0	3.6	2.4
26	18	0	3.5	2
26	19	0	3.1	2.9
26	20	0	2.4	2.2
26	21	0	1.7	2.8
26	22	0	1.4	2.6
26	23	0	0.8	2.2
26	24	0	1.2	3
27	1	0	0.9	2.4
27	2	0	0.5	2.9
27	3	0	0.8	2.7
27	4	0	0.3	2
27	5	0	0.8	2.5
27	6	0	1	2.5
27	7	0	1.5	2.1
27	8	0.3	2.1	2.7
27	9	0.9	3.8	2.8
27	10	0.5	4.6	3.1
27	11	0.7	4.6	2.7
27	12	0.3	5.3	3.5
27	13	0.4	6.7	2.1
27	14	0.6	6.5	2.8
27	15	0.8	6.3	1.5
27	16	1	5.6	3.2
27	17	0.7	4.7	2.3
27	18	0	4.6	1.9
27	19	0	3.9	2.9
27	20	0	3.7	3.5
27	21	0	4.1	2.5
27	22	0	2.3	2
27	23	0	2	1.7
27	24	0	2.3	1.6
28	1	0	2.4	2.2
28	2	0	2.7	1.8
28	3	0	2.4	2.8
28	4	0	3.2	1.8
28	5	0	3.6	2
28	6	0	3.5	1.8
28	7	0	3.7	2
28	8	0	4.5	2.1
28	9	0	4.9	2
28	10	0	5.4	2.4
28	11	0	5.4	1.9
28	12	0	6	2.6
28	13	0.5	6.3	2.7
28	14	0.3	6.9	3
28	15	0.6	6	2.5
28	16	0.9	5.7	2.5
28	17	0.3	5.6	2.4
28	18	0	5.3	2.5
28	19	0	4.8	3.2
28	20	0	4.6	2.1
28	21	0	3.7	1.5
28	22	0	3.5	1.5
28	23	0	3	1.2
28	24	0	3.4	1.4
29	1	0	2.5	1.8
29	2	0	2.4	2.4
29	3	0	2	1.3
29	4	0	3.3	2.4
29	5	0	3	2.2
29	6	0	2.7	2
29	7	0	2.3	2.3
29	8	0.3	2.2	1.7
29	9	1	3.1	1.9
29	10	0.7	3.8	2.2
29	11	0	4.1	2
29	12	0.3	4.8	1.7
29	13	0	4.2	2
29	14	0	4.6	1.3
29	15	0	4.6	1.3
29	16	0	4.2	2
29	17	0	3.9	1.7
29	18	0	3.3	1.3
29	19	0	3.3	2
29	20	0	2.8	1.8
29	21	0	2.7	2.7
29	22	0	2.4	1.5
29	23	0	0.8	1.2
29	24	0	1.4	2.5
30	1	0	1.4	1.4
30	2	0	0.2	2.4
30	3	0	1.2	3.1
30	4	0	1.5	2.1
30	5	0	1.7	2.4
30	6	0	1.5	1.5
30	7	0	0.7	1.5
30	8	0	1.9	1.4
30	9	0	2.9	0.7
30	10	0	2.8	1.2
30	11	0.2	3.5	1.1
30	12	0.2	3.9	1.3
30	13	0.3	4.7	0.9
30	14	0.5	5.8	1.3
30	15	1	5.8	2.8
30	16	1	4.9	2.1
30	17	0.7	4.4	2.3
30	18	0	4.7	2.8
30	19	0	4.6	2.6
30	20	0	3.9	3.9
30	21	0	3.2	2.7
30	22	0	2.3	2.4
30	23	0	2.4	2.6
30	24	0	2.4	1.8
31	1	0	2.9	2
31	2	0	2.7	3.3
31	3	0	1.8	2.8
31	4	0	1.8	3.4
31	5	0	1	2.8
31	6	0	1.2	2.7
31	7	0	-0.4	1.3
31	8	0.6	1.6	2.8
31	9	0.7	2.8	2
31	10	0.7	4.7	3.8
31	11	0.8	4.4	2.7
31	12	1	5.7	3.5
31	13	0.9	5.9	3.4
31	14	1	6	3.3
31	15	1	5.8	1.8
31	16	1	4.5	2.2
31	17	0.7	4.1	1.6
31	18	0	2.4	0.4
31	19	0	2.4	2.4
31	20	0	2.4	2
31	21	0	2.7	1.8
31	22	0	2	2.2
31	23	0	1.2	1.1
31	24	0	1.8	1.8
32	1	0	2.5	2.4
32	2	0	1	3.2
32	3	0	2.2	2.1
32	4	0	3.3	2.1
32	5	0	3.5	2.3
32	6	0	4.3	3.1
32	7	0	4.9	2.8
32	8	0.2	5.4	2.7
32	9	0.6	6.6	2.9
32	10	0	5.1	3.5
32	11	0	4.4	3.4
32	12	0	4.2	3.2
32	13	0	3.9	3.6
32	14	0	2.8	2.7
32	15	0	2.4	4
32	16	0.2	3.2	3.5
32	17	0.1	3.2	4.5
32	18	0	3.1	4.4
32	19	0	2	5.9
32	20	0	1.5	5.1
32	21	0	0.9	3.7
32	22	0	0.7	4.5
32	23	0	0.2	4.3
32	24	0	0	3.9
33	1	0	-0.3	3.8
33	2	0	-0.3	3.3
33	3	0	-0.3	3.7
33	4	0	-0.5	3.9
33	5	0	0	4.5
33	6	0	-0.1	4.7
33	7	0	0.2	5.8
33	8	0.3	-0.2	6.2
33	9	1	0.4	5.2
33	10	0.9	0.7	5.1
33	11	0.9	1.2	4.9
33	12	0.9	1.5	5.8
33	13	0.9	2.1	5.9
33	14	0.8	1.7	5.5
33	15	0.7	1.2	4.8
33	16	0.4	0.9	4
33	17	0.1	0.3	5.2
33	18	0	-0.3	4.4
33	19	0	-0.4	4
33	20	0	-0.7	3.7
33	21	0	-1.1	3.5
33	22	0	-1.5	3.2
33	23	0	-1.7	2.9
33	24	0	-1.7	2.3
34	1	0	-1.5	3.1
34	2	0	-1.6	2.6
34	3	0	-1.6	2.5
34	4	0	-1.7	2.4
34	5	0	-1.9	2.7
34	6	0	-2.5	2.5
34	7	0	-2.1	2.4
34	8	0.7	-1.1	1.9
34	9	0.7	0.5	2.8
34	10	0.7	1.3	1.9
34	11	0.5	3	2.2
34	12	0.6	3.1	2.4
34	13	0.8	4	2.8
34	14	0.8	3.2	4
34	15	0.9	2.6	3.5
34	16	0.7	2.4	2.5
34	17	0.8	1.9	2.6
34	18	0	1.2	2.4
34	19	0	0.5	2.5
34	20	0	0.6	2.2
34	21	0	0.7	2.6
34	22	0	0.9	1.9
34	23	0	0.9	2.4
34	24	0	1.1	2.3
35	1	0	1.6	2.5
35	2	0	1.6	2.3
35	3	0	1.7	2
35	4	0	2.1	2.1
35	5	0	1.8	2.2
35	6	0	1.2	2.3
35	7	0	1.1	1.8
35	8	0	2.6	2
35	9	0	2.9	1.9
35	10	0.1	3.6	3.1
35	11	0.2	4.7	3.1
35	12	0.8	5.4	2.4
35	13	0.9	6.3	4.7
35	14	1	6.2	4.6
35	15	1	5.8	3.7
35	16	0.9	5.2	3.4
35	17	0.4	4.6	2.5
35	18	0	4.6	1.7
35	19	0	5	2.6
35	20	0	4.3	2.8
35	21	0	4.4	2.6
35	22	0	3.9	2.4
35	23	0	3.4	3.1
35	24	0	2.3	2.4
36	1	0	0.8	2.9
36	2	0	1	2.8
36	3	0	0.8	3
36	4	0	1.8	2.5
36	5	0	0.7	3.2
36	6	0	1.5	2.1
36	7	0	1.3	1.4
36	8	0.5	3.1	0.8
36	9	1	4.8	0.7
36	10	1	6	1.2
36	11	0.4	5.9	1.2
36	12	0.4	6.1	0.6
36	13	0.8	7.7	1.7
36	14	0.8	6.7	1.8
36	15	0.1	6.8	1.4
36	16	0.1	6.7	1
36	17	0	6.3	0.3
36	18	0	5.7	2
36	19	0	4.7	1
36	20	0	5	1.7
36	21	0	4.5	1.5
36	22	0	4.8	1.5
36	23	0	4.9	0.5
36	24	0	4.3	1.2
37	1	0	3.9	1.2
37	2	0	3.6	0.9
37	3	0	4.1	2.3
37	4	0	4.1	2.6
37	5	0	4	2.2
37	6	0	4.3	1.6
37	7	0	4.2	1.8
37	8	0	4.6	2.1
37	9	0	4.9	2.7
37	10	0	5	2.6
37	11	0	5.4	1.6
37	12	0	5.8	1.4
37	13	0	5.8	1.3
37	14	0	6.6	1.3
37	15	0	6.6	1.1
37	16	0	6.5	1.1
37	17	0	6.6	1
37	18	0	6.7	1
37	19	0	6.8	0.9
37	20	0	6.4	1.3
37	21	0	6.2	1.8
37	22	0	6.5	2.1
37	23	0	6.8	0.9
37	24	0	7	1.7
38	1	0	7.3	1.7
38	2	0	7.1	0.6
38	3	0	7.4	1.2
38	4	0	6.8	3.7
38	5	0	6.8	3.7
38	6	0	6.8	2
38	7	0	6.8	2.6
38	8	0	6.8	3.1
38	9	0	6.8	2.1
38	10	0	7	2.9
38	11	0	6.8	3
38	12	0.1	7.5	2.6
38	13	0.3	8.1	2.7
38	14	0.1	8.1	3.8
38	15	0.3	8.6	3.5
38	16	0	7.8	2.4
38	17	0	7.7	3.7
38	18	0	7.3	3
38	19	0	7.1	3.4
38	20	0	6.2	3.6
38	21	0	5.7	3.7
38	22	0	5.1	4.2
38	23	0	4.3	2.9
38	24	0	4.2	3.4
39	1	0	3.8	3.4
39	2	0	3.3	3.9
39	3	0	2.9	2.9
39	4	0	2	3.1
39	5	0	1.9	3.4
39	6	0	1.3	3.3
39	7	0	1.1	2.7
39	8	0.9	1.5	2.9
39	9	1	2.2	4
39	10	0.9	2.8	4.3
39	11	0.7	2.6	5.1
39	12	0.2	2.7	4.7
39	13	0.7	4	4.9
39	14	0.8	3.5	3.8
39	15	1	3.9	4
39	16	0.7	2.9	4.2
39	17	0.3	2.1	3.8
39	18	0	1.2	4.7
39	19	0	0.6	3.2
39	20	0	0.1	3
39	21	0	-0.2	3.2
39	22	0	-0.3	2.9
39	23	0	-1.2	3
39	24	0	-1.2	2.8
40	1	0	-1	4
40	2	0	-1	3.1
40	3	0	-0.9	1.9
40	4	0	-1.6	2.1
40	5	0	-1.5	2.2
40	6	0	-0.7	3
40	7	0	-0.5	2.8
40	8	0.7	0.6	2.4
40	9	0.7	1.4	2.6
40	10	0.8	1.6	4.1
40	11	0.7	3	4.5
40	12	0.6	3.9	3.9
40	13	0	2.4	2.8
40	14	0	2.5	3.3
40	15	0	2	3.3
40	16	0	1.8	1.8
40	17	0.3	2.4	3.2
40	18	0	1.9	2.4
40	19	0	1.7	2.7
40	20	0	2	3.5
40	21	0	1.3	2
40	22	0	1.1	2.5
40	23	0	0.9	2.9
40	24	0	-0.3	1.7
41	1	0	-0.1	1.9
41	2	0	0.6	3.2
41	3	0	0.3	2.7
41	4	0	0.2	2.9
41	5	0	-0.6	3.3
41	6	0	-0.1	2.6
41	7	0	0.3	2.6
41	8	0	1.4	2.6
41	9	0.6	2.9	2.1
41	10	0.9	4.1	2.1
41	11	0.2	4.3	2
41	12	0	4.6	2.5
41	13	0.1	5.1	2.8
41	14	0.4	5.1	1.8
41	15	0.4	4.8	2.4
41	16	0.4	4.7	1.9
41	17	0.7	4	1.4
41	18	0	3.5	2.8
41	19	0	4	3.1
41	20	0	3.8	2.8
41	21	0	3.8	3.2
41	22	0	3.5	2.7
41	23	0	3.2	2.4
41	24	0	3.1	2.5
42	1	0	2.8	2.3
42	2	0	2.3	2.2
42	3	0	2.2	2
42	4	0	0.9	2.7
42	5	0	0.6	2.1
42	6	0	0.6	3.1
42	7	0	-0.6	2.3
42	8	0.7	1.9	2.6
42	9	1	3.3	1.4
